Place,Distance,Type,Median earnings,Median household income,Avg Hours Worked,In labor force,Civilian labor force,Employed,Unemployed,Armed Forces,Not in labor force,Avg Hrly Earnings,Wages,Self Employment,Investments and Retirement,Social Security,Public Assistance and SSI,Self Employed,Total Working Age,Unemployment Rate,Labor Force Participation,Total Employed,Total Unemployed,Total Not in Labor Force,With Retirement Income,Total In Poverty,Percent of Population In Poverty,In Poverty-Employed,In Poverty-Unemployed,In Poverty-Not in Labor Force,Public Assistance Percent,Gini Index,Full Time Employment,Part Time Employment,Men Working Part Time,Women Working Part Time,Single Earner Families,Families with No One Working,"Car, truck or van",Drove alone,Carpooled,In 2-person carpool,In 3-person carpool,In 4-or-more-person carpool,Public transportation,Bus,Streetcar or trolley,Subway or elevated,Railroad,Ferryboat,Bicycle,Walked,"Taxicab, motorcycle or other",Worked at home,Bicycle or walk,Drive,Avg Commute Time,Work in city or place where live,Self Employment Income,Total Self-employed Men,Total Self-employed Women,Zip Code
1077,0.0,Zipcode,62270.0,76576.0,39.3,5117.0,5057.0,4835.0,222.0,60.0,2708.0,30.471,0.794,0.04,0.091,0.068,0.007,0.101,7825.0,0.028,0.654,0.618,0.028,0.346,0.221,554.0,0.058,0.06,0.065,0.384,0.066,0.418,0.749,0.251,0.154,0.367,0.154,0.167,0.929,0.886,0.043,0.038,0.004,0.002,0.002,0.002,0.0,0.0,0.0,0.0,0.0,0.02,0.002,0.046,0.02,0.931,26.227,0.0,38083.88,269.0,122.0,"<a href=""1077-Zipcode-MA-Economy-data.html"">1077</a>"
1079,0.0,Zipcode,50417.0,31778.0,35.3,318.0,318.0,293.0,25.0,0.0,294.0,27.466,0.649,0.0,0.223,0.128,0.0,0.037,612.0,0.041,0.52,0.479,0.041,0.48,0.229,74.0,0.091,0.284,0.338,0.0,0.243,0.428,0.551,0.449,0.215,0.671,0.281,0.416,1.0,0.966,0.034,0.034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,28.635,0.116,0.0,0.0,0.0,"<a href=""1079-Zipcode-MA-Economy-data.html"">1079</a>"
1080,0.0,Zipcode,39714.0,51023.0,39.6,1051.0,1051.0,935.0,116.0,0.0,940.0,19.286,0.677,0.087,0.131,0.08,0.025,0.041,1991.0,0.058,0.528,0.47,0.058,0.472,0.233,773.0,0.315,0.083,0.018,0.285,0.203,0.444,0.787,0.213,0.144,0.298,0.361,0.353,0.964,0.833,0.131,0.126,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027,0.0,0.009,0.027,0.964,29.945,0.204,130721.622,27.0,7.0,"<a href=""1080-Zipcode-MA-Economy-data.html"">1080</a>"
1081,0.0,Zipcode,43864.0,51182.0,38.9,897.0,897.0,837.0,60.0,0.0,522.0,21.685,0.732,0.045,0.105,0.109,0.009,0.11,1419.0,0.042,0.632,0.59,0.042,0.368,0.193,100.0,0.055,0.29,0.02,0.15,0.189,0.417,0.772,0.228,0.099,0.361,0.34,0.156,0.919,0.859,0.06,0.043,0.0,0.017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.051,0.03,0.919,34.289,0.0,26719.231,45.0,52.0,"<a href=""1081-Zipcode-MA-Economy-data.html"">1081</a>"
1082,0.0,Zipcode,49636.0,52178.0,37.8,5564.0,5523.0,5036.0,487.0,41.0,3114.0,25.252,0.726,0.06,0.101,0.101,0.012,0.092,8678.0,0.056,0.641,0.58,0.056,0.359,0.183,1434.0,0.136,0.082,0.045,0.165,0.137,0.422,0.758,0.242,0.163,0.329,0.281,0.158,0.929,0.892,0.037,0.03,0.003,0.004,0.003,0.003,0.0,0.0,0.0,0.0,0.0,0.033,0.011,0.022,0.033,0.941,29.163,0.284,43580.893,345.0,95.0,"<a href=""1082-Zipcode-MA-Economy-data.html"">1082</a>"
1083,0.0,Zipcode,39955.0,45954.0,40.1,1584.0,1584.0,1513.0,71.0,0.0,881.0,19.161,0.892,0.0,0.034,0.074,0.0,0.037,2465.0,0.029,0.643,0.614,0.029,0.357,0.056,245.0,0.078,0.0,0.0,0.351,0.138,0.416,0.878,0.122,0.052,0.198,0.359,0.106,1.0,0.905,0.095,0.095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,33.043,0.0,0.0,82.0,0.0,"<a href=""1083-Zipcode-MA-Economy-data.html"">1083</a>"
1084,0.0,Zipcode,59063.0,68750.0,39.9,86.0,86.0,82.0,4.0,0.0,58.0,28.467,0.471,0.037,0.355,0.137,0.0,0.169,144.0,0.028,0.597,0.569,0.028,0.403,0.197,0.0,0.0,0.0,0.0,0.0,0.042,0.504,0.757,0.243,0.094,0.357,0.429,0.071,0.817,0.817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037,0.0,0.146,0.037,0.817,26.857,0.0,23791.667,5.0,7.0,"<a href=""1084-Zipcode-MA-Economy-data.html"">1084</a>"
1085,0.0,Zipcode,50652.0,63283.0,36.7,23322.0,23257.0,21370.0,1887.0,65.0,11156.0,26.542,0.765,0.039,0.112,0.075,0.008,0.086,34478.0,0.055,0.676,0.62,0.055,0.324,0.204,3679.0,0.095,0.205,0.076,0.114,0.134,0.409,0.707,0.293,0.202,0.389,0.24,0.141,0.917,0.86,0.057,0.046,0.008,0.004,0.005,0.003,0.001,0.001,0.0,0.0,0.0,0.027,0.007,0.043,0.028,0.924,22.671,0.394,35141.358,915.0,614.0,"<a href=""1085-Zipcode-MA-Economy-data.html"">1085</a>"
1088,0.0,Zipcode,64821.0,61875.0,36.6,240.0,240.0,232.0,8.0,0.0,165.0,34.059,0.608,0.139,0.117,0.135,0.0,0.269,405.0,0.02,0.593,0.573,0.02,0.407,0.245,33.0,0.076,0.182,0.0,0.242,0.143,0.315,0.79,0.21,0.059,0.389,0.169,0.442,0.871,0.845,0.026,0.0,0.0,0.026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017,0.0,0.112,0.017,0.871,31.456,0.0,30777.273,32.0,13.0,"<a href=""1088-Zipcode-MA-Economy-data.html"">1088</a>"
1089,0.0,Zipcode,47343.0,50649.0,37.2,15366.0,15366.0,14058.0,1308.0,0.0,7685.0,24.474,0.753,0.029,0.119,0.083,0.015,0.074,23051.0,0.057,0.667,0.61,0.057,0.333,0.169,3733.0,0.132,0.165,0.072,0.189,0.194,0.449,0.72,0.28,0.212,0.349,0.25,0.165,0.903,0.829,0.074,0.058,0.01,0.006,0.023,0.023,0.0,0.0,0.0,0.0,0.004,0.025,0.009,0.035,0.029,0.912,20.351,0.262,26578.88,636.0,378.0,"<a href=""1089-Zipcode-MA-Economy-data.html"">1089</a>"
1092,0.0,Zipcode,60616.0,77150.0,42.3,653.0,653.0,611.0,42.0,0.0,385.0,27.558,0.919,0.0,0.034,0.048,0.0,0.082,1038.0,0.04,0.629,0.589,0.04,0.371,0.15,176.0,0.148,0.0,0.0,0.432,0.064,0.378,0.841,0.159,0.0,0.41,0.118,0.0,0.953,0.951,0.002,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047,0.0,0.953,29.794,0.0,0.0,65.0,0.0,"<a href=""1092-Zipcode-MA-Economy-data.html"">1092</a>"
1093,0.0,Zipcode,80625.0,84167.0,35.7,191.0,191.0,191.0,0.0,0.0,76.0,43.431,0.725,0.065,0.135,0.075,0.0,0.3,267.0,0.0,0.715,0.715,0.0,0.285,0.377,16.0,0.055,0.5,0.0,0.0,0.069,0.376,0.63,0.37,0.286,0.43,0.15,0.112,0.899,0.882,0.017,0.017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022,0.079,0.0,0.921,21.189,0.0,23305.128,34.0,19.0,"<a href=""1093-Zipcode-MA-Economy-data.html"">1093</a>"
1094,0.0,Zipcode,65750.0,18454.0,40.9,119.0,119.0,109.0,10.0,0.0,169.0,30.915,0.751,0.0,0.057,0.192,0.0,0.0,288.0,0.035,0.413,0.378,0.035,0.587,0.093,26.0,0.075,0.0,0.0,0.0,0.238,0.536,0.903,0.097,0.0,0.333,0.739,0.0,1.0,0.771,0.229,0.064,0.0,0.165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,36.835,0.0,0.0,0.0,0.0,"<a href=""1094-Zipcode-MA-Economy-data.html"">1094</a>"
1095,0.0,Zipcode,61165.0,95679.0,38.2,7830.0,7819.0,7528.0,291.0,11.0,4129.0,30.792,0.742,0.068,0.12,0.066,0.004,0.135,11959.0,0.024,0.655,0.629,0.024,0.345,0.24,547.0,0.038,0.035,0.064,0.174,0.067,0.408,0.716,0.284,0.15,0.426,0.215,0.183,0.916,0.843,0.073,0.054,0.016,0.002,0.006,0.006,0.0,0.0,0.0,0.0,0.0,0.01,0.012,0.056,0.01,0.928,25.725,0.196,56169.535,658.0,212.0,"<a href=""1095-Zipcode-MA-Economy-data.html"">1095</a>"
1096,0.0,Zipcode,48021.0,73589.0,38.3,1498.0,1489.0,1409.0,80.0,9.0,543.0,24.112,0.736,0.078,0.119,0.063,0.005,0.205,2041.0,0.039,0.734,0.69,0.039,0.266,0.185,224.0,0.087,0.25,0.161,0.152,0.109,0.404,0.741,0.259,0.155,0.35,0.173,0.123,0.921,0.824,0.097,0.094,0.0,0.003,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.003,0.006,0.07,0.003,0.926,30.503,0.0,31135.814,174.0,61.0,"<a href=""1096-Zipcode-MA-Economy-data.html"">1096</a>"
1097,0.0,Zipcode,0.0,40556.0,0.0,27.0,27.0,27.0,0.0,0.0,9.0,0.0,0.681,0.1,0.019,0.157,0.043,0.643,36.0,0.0,0.75,0.75,0.0,0.25,2.0,0.056,0.0,0.0,0.0,0.214,0.154,0.667,0.333,0.5,0.0,0.0,0.0,0.667,0.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333,0.0,0.0,1.0,0.0,0.0,5222.222,9.0,0.0,"<a href=""1097-Zipcode-MA-Economy-data.html"">1097</a>",91C336]
1098,0.0,Zipcode,54063.0,77083.0,38.3,684.0,675.0,664.0,11.0,9.0,299.0,27.146,0.676,0.088,0.159,0.069,0.008,0.231,983.0,0.011,0.696,0.675,0.011,0.304,0.203,65.0,0.059,0.169,0.0,0.154,0.065,0.397,0.751,0.249,0.166,0.331,0.22,0.15,0.865,0.778,0.087,0.081,0.006,0.0,0.023,0.006,0.0,0.017,0.0,0.0,0.014,0.011,0.006,0.081,0.024,0.872,37.987,0.0,32765.323,77.0,33.0,"<a href=""1098-Zipcode-MA-Economy-data.html"">1098</a>"
1103,0.0,Zipcode,42969.0,16760.0,38.4,1096.0,1066.0,880.0,186.0,30.0,911.0,21.519,0.769,0.029,0.057,0.069,0.076,0.035,2007.0,0.093,0.546,0.438,0.093,0.454,0.065,1333.0,0.55,0.137,0.078,0.202,0.466,0.576,0.737,0.263,0.209,0.323,0.468,0.266,0.651,0.593,0.058,0.058,0.0,0.0,0.126,0.126,0.0,0.0,0.0,0.0,0.0,0.163,0.006,0.054,0.163,0.657,17.37,0.714,30663.265,63.0,0.0,"<a href=""1103-Zipcode-MA-Economy-data.html"">1103</a>"
1104,0.0,Zipcode,34561.0,28590.0,36.6,10419.0,10419.0,9103.0,1316.0,0.0,7481.0,18.159,0.7,0.032,0.121,0.099,0.048,0.054,17900.0,0.074,0.582,0.509,0.074,0.418,0.135,7215.0,0.315,0.107,0.07,0.18,0.427,0.514,0.703,0.297,0.224,0.372,0.375,0.216,0.898,0.746,0.152,0.102,0.005,0.045,0.04,0.04,0.0,0.0,0.0,0.0,0.002,0.04,0.005,0.015,0.042,0.903,20.658,0.563,28082.773,367.0,198.0,"<a href=""1104-Zipcode-MA-Economy-data.html"">1104</a>"
1105,0.0,Zipcode,32423.0,16455.0,34.8,3949.0,3949.0,3271.0,678.0,0.0,4647.0,17.917,0.681,0.013,0.082,0.1,0.124,0.019,8596.0,0.079,0.459,0.381,0.079,0.541,0.088,6260.0,0.556,0.08,0.069,0.181,0.627,0.555,0.59,0.41,0.27,0.562,0.227,0.447,0.755,0.642,0.113,0.097,0.013,0.003,0.1,0.1,0.0,0.0,0.0,0.0,0.006,0.086,0.033,0.019,0.092,0.788,19.987,0.549,20216.129,63.0,17.0,"<a href=""1105-Zipcode-MA-Economy-data.html"">1105</a>"
1106,0.0,Zipcode,79096.0,105822.0,38.3,8252.0,8238.0,7827.0,411.0,14.0,4657.0,39.715,0.717,0.086,0.137,0.055,0.004,0.186,12909.0,0.032,0.639,0.606,0.032,0.361,0.219,640.0,0.042,0.161,0.075,0.081,0.026,0.463,0.744,0.256,0.134,0.384,0.269,0.14,0.888,0.835,0.053,0.042,0.009,0.003,0.005,0.004,0.0,0.0,0.001,0.0,0.003,0.023,0.012,0.07,0.025,0.9,21.386,0.185,65595.115,730.0,370.0,"<a href=""1106-Zipcode-MA-Economy-data.html"">1106</a>"
1107,0.0,Zipcode,31797.0,22956.0,34.3,4767.0,4747.0,3664.0,1083.0,20.0,3557.0,17.827,0.706,0.031,0.083,0.075,0.105,0.055,8324.0,0.13,0.573,0.44,0.13,0.427,0.066,5176.0,0.457,0.094,0.068,0.139,0.604,0.511,0.657,0.343,0.259,0.44,0.351,0.223,0.827,0.661,0.166,0.12,0.025,0.021,0.068,0.064,0.0,0.0,0.003,0.0,0.004,0.041,0.007,0.054,0.045,0.834,21.314,0.449,21685.047,100.0,145.0,"<a href=""1107-Zipcode-MA-Economy-data.html"">1107</a>"
1108,0.0,Zipcode,38799.0,36890.0,36.0,12857.0,12857.0,11349.0,1508.0,0.0,8115.0,20.726,0.756,0.033,0.085,0.076,0.049,0.064,20972.0,0.072,0.613,0.541,0.072,0.387,0.113,8447.0,0.299,0.101,0.08,0.175,0.389,0.478,0.703,0.297,0.231,0.364,0.322,0.189,0.843,0.702,0.14,0.122,0.012,0.007,0.074,0.07,0.002,0.002,0.001,0.0,0.003,0.04,0.017,0.023,0.043,0.86,22.947,0.448,26348.232,401.0,269.0,"<a href=""1108-Zipcode-MA-Economy-data.html"">1108</a>"
1109,0.0,Zipcode,36426.0,35076.0,34.0,12555.0,12555.0,10948.0,1607.0,0.0,11020.0,20.603,0.695,0.024,0.107,0.113,0.062,0.046,23575.0,0.068,0.533,0.464,0.068,0.467,0.135,8147.0,0.301,0.105,0.053,0.173,0.396,0.456,0.609,0.391,0.356,0.421,0.284,0.255,0.774,0.681,0.093,0.081,0.007,0.006,0.076,0.075,0.0,0.0,0.001,0.0,0.005,0.069,0.027,0.049,0.074,0.801,21.136,0.562,23257.078,148.0,177.0,"<a href=""1109-Zipcode-MA-Economy-data.html"">1109</a>"
1118,0.0,Zipcode,47734.0,60295.0,39.0,7524.0,7524.0,7002.0,522.0,0.0,3828.0,23.537,0.76,0.033,0.111,0.079,0.017,0.085,11352.0,0.046,0.663,0.617,0.046,0.337,0.194,2027.0,0.143,0.134,0.03,0.193,0.206,0.39,0.781,0.219,0.131,0.302,0.234,0.171,0.935,0.84,0.094,0.07,0.018,0.006,0.014,0.014,0.0,0.0,0.0,0.0,0.0,0.03,0.001,0.02,0.03,0.936,22.482,0.513,27315.778,372.0,129.0,"<a href=""1118-Zipcode-MA-Economy-data.html"">1118</a>"
1119,0.0,Zipcode,42319.0,49083.0,35.7,6376.0,6364.0,5597.0,767.0,12.0,4259.0,22.796,0.745,0.02,0.12,0.094,0.021,0.061,10635.0,0.072,0.6,0.526,0.072,0.4,0.193,1952.0,0.16,0.161,0.094,0.176,0.211,0.426,0.658,0.342,0.304,0.373,0.242,0.221,0.92,0.852,0.068,0.063,0.002,0.003,0.008,0.008,0.0,0.0,0.0,0.0,0.004,0.04,0.004,0.025,0.044,0.923,20.288,0.49,19322.3,75.0,94.0,"<a href=""1119-Zipcode-MA-Economy-data.html"">1119</a>"
1128,0.0,Zipcode,51879.0,70078.0,36.5,1700.0,1700.0,1559.0,141.0,0.0,676.0,27.334,0.755,0.048,0.098,0.099,0.0,0.148,2376.0,0.059,0.715,0.656,0.059,0.285,0.19,58.0,0.022,0.138,0.0,0.276,0.152,0.355,0.671,0.329,0.249,0.402,0.119,0.197,0.96,0.808,0.152,0.116,0.036,0.0,0.011,0.011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029,0.0,0.96,24.009,0.529,26715.094,102.0,57.0,"<a href=""1128-Zipcode-MA-Economy-data.html"">1128</a>"
1129,0.0,Zipcode,45272.0,60776.0,37.5,4031.0,4031.0,3710.0,321.0,0.0,1829.0,23.216,0.726,0.068,0.108,0.081,0.017,0.082,5860.0,0.055,0.688,0.633,0.055,0.312,0.189,1010.0,0.142,0.154,0.04,0.178,0.148,0.393,0.751,0.249,0.166,0.317,0.257,0.119,0.942,0.856,0.086,0.066,0.004,0.016,0.002,0.002,0.0,0.0,0.0,0.0,0.0,0.014,0.013,0.029,0.014,0.955,23.486,0.467,55848.936,146.0,108.0,"<a href=""1129-Zipcode-MA-Economy-data.html"">1129</a>"
1151,0.0,Zipcode,35886.0,36541.0,36.9,4209.0,4209.0,3693.0,516.0,0.0,2459.0,18.702,0.72,0.04,0.106,0.092,0.043,0.054,6668.0,0.077,0.631,0.554,0.077,0.369,0.099,2611.0,0.281,0.097,0.057,0.146,0.397,0.425,0.698,0.302,0.223,0.382,0.285,0.227,0.902,0.798,0.104,0.092,0.0,0.012,0.022,0.022,0.0,0.0,0.0,0.0,0.007,0.021,0.034,0.014,0.028,0.936,20.369,0.507,33061.236,196.0,15.0,"<a href=""1151-Zipcode-MA-Economy-data.html"">1151</a>"
1201,0.0,Zipcode,45558.0,45893.0,36.9,24422.0,24414.0,22050.0,2364.0,8.0,12749.0,23.743,0.712,0.036,0.139,0.099,0.014,0.095,37171.0,0.064,0.657,0.593,0.064,0.343,0.2,7152.0,0.162,0.165,0.088,0.145,0.208,0.466,0.693,0.307,0.243,0.365,0.194,0.201,0.902,0.792,0.11,0.093,0.009,0.008,0.02,0.018,0.001,0.0,0.0,0.0,0.002,0.038,0.014,0.024,0.04,0.916,18.025,0.693,23672.0,1064.0,693.0,"<a href=""1201-Zipcode-MA-Economy-data.html"">1201</a>"
1220,0.0,Zipcode,45072.0,48422.0,37.2,4535.0,4535.0,4173.0,362.0,0.0,2447.0,23.3,0.705,0.05,0.129,0.101,0.015,0.107,6982.0,0.052,0.65,0.598,0.052,0.35,0.204,852.0,0.103,0.234,0.038,0.086,0.135,0.385,0.754,0.246,0.151,0.343,0.292,0.192,0.922,0.835,0.086,0.074,0.006,0.007,0.008,0.008,0.0,0.0,0.0,0.0,0.003,0.015,0.004,0.047,0.018,0.926,23.191,0.214,27364.938,158.0,186.0,"<a href=""1220-Zipcode-MA-Economy-data.html"">1220</a>"
1222,0.0,Zipcode,48333.0,76944.0,42.1,534.0,534.0,522.0,12.0,0.0,186.0,22.078,0.723,0.097,0.103,0.077,0.0,0.157,720.0,0.017,0.742,0.725,0.017,0.258,0.184,45.0,0.054,0.511,0.178,0.0,0.022,0.381,0.83,0.17,0.048,0.289,0.201,0.152,0.804,0.691,0.114,0.114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047,0.027,0.121,0.047,0.832,22.249,0.0,56100.0,70.0,21.0,"<a href=""1222-Zipcode-MA-Economy-data.html"">1222</a>"
1223,0.0,Zipcode,51136.0,72981.0,38.7,1371.0,1371.0,1280.0,91.0,0.0,589.0,25.41,0.609,0.098,0.202,0.085,0.007,0.162,1960.0,0.046,0.699,0.653,0.046,0.301,0.222,129.0,0.058,0.217,0.093,0.101,0.082,0.392,0.709,0.291,0.17,0.42,0.164,0.168,0.911,0.841,0.07,0.053,0.011,0.006,0.002,0.0,0.0,0.002,0.0,0.0,0.0,0.012,0.014,0.062,0.012,0.925,32.442,0.0,52719.753,117.0,66.0,"<a href=""1223-Zipcode-MA-Economy-data.html"">1223</a>"
1224,0.0,Zipcode,35772.0,36324.0,0.0,130.0,130.0,104.0,26.0,0.0,41.0,0.0,1.0,0.0,0.0,0.0,0.0,0.093,171.0,0.152,0.76,0.608,0.152,0.24,0.083,20.0,0.114,0.5,0.0,0.0,0.083,0.29,0.654,0.346,0.0,0.409,0.8,0.0,0.904,0.904,0.0,0.0,0.0,0.0,0.096,0.096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.904,0.0,0.0,0.0,10.0,0.0,"<a href=""1224-Zipcode-MA-Economy-data.html"">1224</a>"
1225,0.0,Zipcode,46815.0,58145.0,38.7,1751.0,1751.0,1594.0,157.0,0.0,994.0,23.263,0.683,0.029,0.169,0.11,0.01,0.078,2745.0,0.057,0.638,0.581,0.057,0.362,0.261,154.0,0.049,0.279,0.091,0.0,0.111,0.411,0.744,0.256,0.235,0.277,0.257,0.178,0.954,0.933,0.021,0.021,0.0,0.0,0.018,0.018,0.0,0.0,0.0,0.0,0.0,0.006,0.006,0.016,0.006,0.96,23.578,0.196,25900.0,83.0,15.0,"<a href=""1225-Zipcode-MA-Economy-data.html"">1225</a>"
1226,0.0,Zipcode,49529.0,57202.0,37.6,3879.0,3879.0,3605.0,274.0,0.0,1974.0,25.332,0.769,0.026,0.115,0.08,0.01,0.094,5853.0,0.047,0.663,0.616,0.047,0.337,0.243,732.0,0.108,0.206,0.081,0.078,0.104,0.443,0.689,0.311,0.287,0.342,0.272,0.156,0.88,0.83,0.05,0.038,0.004,0.008,0.005,0.005,0.0,0.0,0.0,0.0,0.0,0.014,0.002,0.1,0.014,0.882,19.006,0.0,20923.333,124.0,147.0,"<a href=""1226-Zipcode-MA-Economy-data.html"">1226</a>"
1229,0.0,Zipcode,48125.0,27083.0,0.0,38.0,38.0,38.0,0.0,0.0,42.0,0.0,0.703,0.0,0.005,0.292,0.0,0.25,80.0,0.0,0.475,0.475,0.0,0.525,0.115,5.0,0.049,0.0,0.0,0.0,0.096,0.446,1.0,0.0,0.0,0.0,0.0,0.0,0.758,0.758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.242,0.0,0.0,0.0,0.242,0.758,0.0,0.0,0.0,13.0,10.0,"<a href=""1229-Zipcode-MA-Economy-data.html"">1229</a>"
1230,0.0,Zipcode,46766.0,59702.0,36.6,4614.0,4614.0,4321.0,293.0,0.0,2526.0,24.572,0.621,0.084,0.199,0.093,0.002,0.203,7140.0,0.041,0.646,0.605,0.041,0.354,0.201,439.0,0.061,0.26,0.0,0.155,0.086,0.454,0.682,0.318,0.238,0.405,0.255,0.179,0.756,0.644,0.112,0.047,0.025,0.04,0.021,0.004,0.0,0.016,0.002,0.0,0.0,0.122,0.002,0.098,0.123,0.758,17.617,0.205,35419.335,478.0,247.0,"<a href=""1230-Zipcode-MA-Economy-data.html"">1230</a>"
1235,0.0,Zipcode,48145.0,60718.0,38.7,1558.0,1557.0,1459.0,98.0,1.0,634.0,23.924,0.775,0.033,0.11,0.077,0.006,0.115,2192.0,0.045,0.711,0.666,0.045,0.289,0.231,185.0,0.069,0.346,0.032,0.092,0.085,0.38,0.748,0.252,0.237,0.272,0.22,0.121,0.935,0.861,0.073,0.066,0.006,0.001,0.003,0.003,0.0,0.0,0.0,0.0,0.0,0.014,0.004,0.044,0.014,0.939,27.264,0.0,20923.881,68.0,49.0,"<a href=""1235-Zipcode-MA-Economy-data.html"">1235</a>"
1236,0.0,Zipcode,53618.0,80385.0,32.1,738.0,738.0,668.0,70.0,0.0,367.0,32.122,0.586,0.15,0.152,0.112,0.0,0.342,1105.0,0.063,0.668,0.605,0.063,0.332,0.27,20.0,0.015,0.45,0.0,0.0,0.032,0.423,0.49,0.51,0.513,0.508,0.235,0.021,0.927,0.858,0.07,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.073,0.0,0.927,25.483,0.0,41387.037,54.0,55.0,"<a href=""1236-Zipcode-MA-Economy-data.html"">1236</a>"
1237,0.0,Zipcode,50925.0,83311.0,38.8,1617.0,1617.0,1457.0,160.0,0.0,556.0,25.24,0.794,0.032,0.097,0.072,0.006,0.12,2173.0,0.074,0.744,0.671,0.074,0.256,0.248,123.0,0.045,0.024,0.447,0.431,0.065,0.352,0.735,0.265,0.127,0.409,0.225,0.061,0.887,0.851,0.036,0.036,0.0,0.0,0.003,0.0,0.0,0.003,0.0,0.0,0.0,0.03,0.016,0.063,0.03,0.903,18.362,0.0,23886.087,86.0,38.0,"<a href=""1237-Zipcode-MA-Economy-data.html"">1237</a>"
1238,0.0,Zipcode,45906.0,63109.0,37.0,3143.0,3143.0,3001.0,142.0,0.0,1891.0,23.86,0.648,0.066,0.194,0.087,0.005,0.165,5034.0,0.028,0.624,0.596,0.028,0.376,0.234,607.0,0.105,0.237,0.0,0.262,0.076,0.454,0.707,0.293,0.163,0.42,0.232,0.177,0.871,0.784,0.087,0.065,0.022,0.0,0.031,0.031,0.0,0.0,0.0,0.0,0.007,0.041,0.0,0.049,0.048,0.872,17.979,0.337,34039.651,260.0,72.0,"<a href=""1238-Zipcode-MA-Economy-data.html"">1238</a>"
1240,0.0,Zipcode,67514.0,54250.0,36.9,1900.0,1900.0,1777.0,123.0,0.0,2113.0,35.186,0.551,0.053,0.29,0.1,0.007,0.166,4013.0,0.031,0.473,0.443,0.031,0.527,0.297,353.0,0.082,0.054,0.042,0.255,0.081,0.554,0.675,0.325,0.269,0.383,0.202,0.347,0.778,0.75,0.028,0.028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019,0.04,0.041,0.122,0.059,0.819,19.984,0.143,30487.532,184.0,93.0,"<a href=""1240-Zipcode-MA-Economy-data.html"">1240</a>"
1242,0.0,Zipcode,27469.0,56840.0,38.1,253.0,253.0,253.0,0.0,0.0,44.0,13.865,0.758,0.125,0.019,0.098,0.0,0.282,297.0,0.0,0.852,0.852,0.0,0.148,0.077,3.0,0.007,0.0,0.0,0.0,0.0,0.197,0.755,0.245,0.024,0.505,0.429,0.0,0.88,0.759,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.88,18.632,0.0,28913.636,29.0,0.0,"<a href=""1242-Zipcode-MA-Economy-data.html"">1242</a>"
1243,0.0,Zipcode,55313.0,76250.0,39.5,259.0,259.0,256.0,3.0,0.0,89.0,26.929,0.61,0.116,0.194,0.08,0.0,0.23,348.0,0.009,0.744,0.736,0.009,0.256,0.339,26.0,0.068,0.231,0.0,0.346,0.0,0.42,0.75,0.25,0.144,0.324,0.075,0.168,0.938,0.909,0.029,0.016,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012,0.008,0.041,0.012,0.947,34.614,0.0,49638.095,35.0,6.0,"<a href=""1243-Zipcode-MA-Economy-data.html"">1243</a>"
1244,0.0,Zipcode,77917.0,0.0,51.4,67.0,67.0,67.0,0.0,0.0,6.0,29.152,0.796,0.187,0.017,0.0,0.0,0.268,73.0,0.0,0.918,0.918,0.0,0.082,0.0,9.0,0.11,0.0,0.0,0.0,0.054,0.45,1.0,0.0,0.0,0.0,0.176,0.0,0.582,0.582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.418,0.0,0.582,0.0,0.0,49753.333,6.0,20.0,"<a href=""1244-Zipcode-MA-Economy-data.html"">1244</a>"
